sensor_id,lat,lon
3438,30.26,42.71
1954,33.64,36.27
2266,40.71,26.27
1846,28.57,49.69
3428,37.3,29.42
2264,34.44,37.55
3500,30.19,44.99
3474,33.32,36.64
1962,31.73,42.37
2216,37.78,31.55
2232,33.52,38.69
2036,30.26,44.55
2262,31.26,40.89
3472,30.53,41.48
2038,30.78,42.1
3432,32.75,39.88
3436,30.49,44.49
3096,31.02,41.17
2040,33.34,37.18
1764,35.1,33.08
3738,30.87,41.86
2294,28.07,46.97
2230,31.06,46.23
2292,30.9,39.72
3836,31.78,41.47
3512,45.62,19.41
2323,31.23,42.05
3102,37.02,29.05
3092,28.92,0
1850,31.2,42.75
2266,40.13,26.92
3428,37.71,29.16
2228,32.8,39.63
2264,34.57,35.59
3620,38.61,34.14
1846,28.61,49.89
3500,30.27,43.63
3474,33.48,36.98
1962,31.77,40.76
2036,30.41,45.6
2216,34.55,36.59
2262,31.43,39.85
2232,33.28,37.63
2038,30.72,41.96
3472,30.71,41.56
3432,32.96,39.56
3436,30.45,44.61
3096,31.39,40.08
2040,33.79,36.62
3738,30.95,40.92
2234,30.11,43.51
3512,45.54,19.11
3500,30.32,44.19
2036,30.49,44.54
1962,32,40.1
3474,33.73,36.19
2262,31.37,40.35
2038,30.83,42.76
2216,35.35,35.56
2232,33.96,35.73
3472,30.82,40.08
3432,33.02,38.74
3436,30.68,43.67
3096,31.67,39.21
2040,33.81,36.5
3738,31.06,41.57
1764,35.04,33.2
2294,28.35,47.45
2234,30.28,44
3836,32.22,40.82
1952,32.77,39.03
3500,30.41,43.96
2036,30.64,44.26
3474,33.51,35.43
2262,31.75,39.47
1962,32.16,39.62
2232,34.58,35.44
3472,30.92,40.36
2038,30.92,42.91
3432,33.1,38.83
2040,33.56,37.24
3436,30.69,44.06
3620,37.38,35.51
3096,31.49,39.15
2216,35.76,34.6
1764,35.32,33.34
3738,31.15,41.43
2234,30.35,43.07
2294,28.4,46.68
2292,30.91,40.49
2323,31.97,40.7
2607,31.14,42.03
3836,32.36,40.71
3092,29.18,0
2264,35.13,34.12
2228,31.98,39.31
3428,38.23,28.83
1850,31.34,41.63
3558,30.67,41.34
3474,33.54,34.42
1954,33.91,35.35
3438,30.75,42.21
2262,31.8,39.82
2266,40.61,25.36
1962,32.14,39.8
2038,30.96,41.84
2036,30.89,43.17
2232,34.72,36.5
3432,33.19,38.92
2216,36.09,34.15
3436,30.68,43.39
3096,31.81,39.18
2040,34.66,34.92
3620,37.82,34.49
2234,30.46,41.54
3738,31.27,40.58
2294,28.55,46.7
1764,35.63,33.05
2292,31.1,40.51
3512,45.24,19.52
2323,32.04,40.61
2607,31.02,41.86
2230,31.46,45.1
3836,33.38,38.12
1952,32.41,39.49
3092,29.07,0
2228,32.22,38.8
2264,35.07,34.84
3428,38.23,28.06
1850,31.25,42.65
3438,30.79,42.38
3474,33.49,35.83
3558,30.72,40.98
1954,33.93,35.5
1846,29.19,48.41
2216,37.96,31.43
2224,34.99,34.82
1962,32.21,40.03
3436,30.82,43.76
2040,34.07,35.43
2232,34.42,35.56
3096,31.96,38.9
3432,33.33,38.8
3472,31.07,40.84
2036,30.65,43.72
2234,30.51,41.89
3738,31.38,40.71
1764,36.74,31
2294,28.75,46.44
3620,38,34.68
2292,31.26,39.88
3512,45.34,19.43
3102,38.56,25.89
2323,32.37,40.09
2607,31.11,37.83
2230,31.49,43.23
3836,33.56,38.12
1952,32.17,39.99
3092,29.06,0
2264,35,34.43
2228,32.18,39.75
3428,38.49,27.13
3558,30.83,40.98
1954,34.14,35.19
3474,33.28,35.03
1850,31.41,42.64
2262,32.15,39.48
2266,41.93,24.65
2038,31.18,41.48
1846,29.38,49.51
3500,30.74,43.02
2216,38.26,31.39
2040,34.84,34.05
3432,33.29,39.24
2224,35.03,34.49
1962,32.3,39.63
3436,31.01,42.43
3738,31.34,40.22
3472,31.11,40.53
2036,30.58,42.95
3096,32.11,38.87
2232,34.91,35.46
1764,36.49,31.65
2294,29.09,46.49
3620,36.61,37.11
2292,31.07,41.04
3512,44.9,20.14
3102,37.75,27.01
2323,32.59,39.35
2607,31.47,39.96
2230,31.7,44.34
3836,34.03,37.15
1952,32.12,40.22
3092,29.28,0
2228,32.39,39.47
2264,35.15,36.27
3428,38.78,27.18
3438,30.98,42.42
1954,34.34,35.18
3558,31.05,40.74
3474,33.63,34.81
1850,31.18,42.86
2262,32.12,39.56
2266,42.93,23.72
2038,31.3,41.41
2216,40.45,28.25
3500,30.82,42.78
1846,29.5,48.15
2040,34.97,34.02
3432,33.38,38.19
1962,32.5,39.88
3436,31.16,42.94
2234,30.64,41.99
3738,31.42,39.72
2224,35.33,35.05
2036,30.72,43.4
3472,31.09,40.52
3096,32.25,38.98
1764,37.11,30.3
2232,34.91,35.22
2292,30.69,41.74
3512,44.89,19.92
3102,37.4,27.66
2323,32.67,39.45
2607,31.76,40.13
3620,39.24,33.77
2230,31.89,43.84
3836,34.87,35.13
3092,29.47,0
1952,32.23,40.24
2228,32.47,39.22
2264,35.26,34.43
3428,38.85,27.14
3438,31.24,41.34
1954,34.8,34.77
3558,31.18,40.57
1850,31.38,42.37
3474,33.48,35.83
2262,32.17,39.3
2266,43.02,23.54
2038,31.26,41.56
1846,29.52,48.02
2216,35.95,34
2040,35.14,33.1
3432,33.79,37.58
1962,32.63,39.2
2234,30.6,41.06
3436,31.45,42.11
3472,31.02,40.87
3096,32.34,38.5
3738,31.46,39.98
2224,35.13,34.79
2036,30.9,43.1
1764,37.83,29.95
2232,35.57,34.49
2292,30.61,41.99
3512,46.1,19.25
3102,38.06,26.58
2323,32.94,38.61
2607,31.9,38.83
2294,29.62,46.35
2230,31.86,44.08
3836,34.46,35.89
1952,32.46,40.59
3092,29.53,0
2228,32.6,39.49
2264,35.72,33.72
3428,39.05,27.18
3620,38.17,34.42
3438,31.37,41.01
1954,35.03,34.37
1850,31.51,42.49
3474,33.8,34.34
2266,41.52,25.3
2262,32.36,38.85
2216,39.16,28.93
1846,29.69,48.92
2040,35.22,32.98
3432,33.62,38.19
2038,31.17,41.3
2234,30.67,42.38
1962,32.81,39.28
3436,31.39,41.78
3096,32.45,38.16
3738,31.62,40
2036,31.18,43.6
2224,35.4,34.58
3472,31.01,41.79
1764,37.93,29.86
2232,34.61,35.02
2292,30.78,40.71
3512,46.02,18.43
3102,37.48,27.24
2323,33.11,37.52
2294,29.55,45.22
2230,31.88,43.92
3836,35.73,34.39
1952,32.66,40.05
3092,29.56,0
2228,32.48,39.75
3428,39.24,26.75
3438,31.56,40.27
1954,35.39,33.55
3558,31.21,39.46
1850,31.77,42.7
3474,33.81,34.57
3620,39.12,32.98
2266,40.77,26.17
2216,40.18,28.29
2262,32.42,38.75
2040,35.5,33.38
1846,29.77,47.32
3432,33.77,37.39
2038,31.27,40.86
2234,30.91,41.43
1962,32.88,38.2
3738,31.69,39.69
3436,31.32,41.7
3096,32.61,38.41
2036,31.33,42.68
2224,35.94,33.98
3472,31.03,41.29
1764,38.19,28.62
2232,34.99,34.41
2292,30.9,40.3
3512,46.4,18.26
3102,38.75,25.69
2323,32.96,37.33
2294,29.73,45.36
2230,32.04,44.77
3836,36.61,32.27
1952,32.59,39.14
3092,29.68,0
2228,32.67,39.11
2264,35.58,34.35
3428,39.6,26.83
3438,31.28,41.27
1954,35.72,33.13
3558,31.25,39.62
3474,33.98,36.44
1850,31.77,42.6
2266,38.42,28.92
2262,32.58,38.55
2216,36.36,32.77
2040,35.27,33.6
1846,29.93,47.65
3432,34.03,37.04
2038,31.43,41.15
3620,36.96,35.4
2234,30.89,39.48
1962,32.94,38.67
3738,31.78,39.89
3436,31.66,41.14
3096,32.73,36.06
2036,30.82,43.27
2224,36.04,33.85
1764,38.34,28.33
3472,31.13,42.69
2232,34.39,35.85
3500,31.22,42.04
2292,30.93,41.42
3512,46.34,18.35
3102,40.44,23.42
2323,32.78,37.93
2294,29.78,45.56
2230,32.17,43.44
1952,32.61,39.57
3836,37.36,29.83
3092,30.13,0
2228,32.73,38.32
2264,35.72,34.41
3428,39.84,26.42
3438,31.31,42.31
1954,35.46,32.16
3558,31.31,39.5
3474,34.22,34.03
1850,31.86,42.58
2607,32.03,39.41
2266,36.9,30.92
2216,37.78,30.91
2262,32.75,38.13
2040,35.78,32.46
1846,30.06,49
3432,34.34,36.46
2038,31.53,40.73
2234,30.87,41.7
1962,32.84,38.2
3738,31.84,40.12
3620,38.96,32.85
3436,31.7,40.75
1764,39.05,27.13
2224,35.89,33.39
2036,31.12,43.02
3096,32.45,36.56
3472,31.24,41.27
3500,31.27,41.53
2232,35.57,34.53
2292,31.05,40.62
3512,46.53,18.17
3102,40.52,23.28
2323,33.06,37.7
1952,32.66,38.58
2230,32.25,43.61
3836,38.2,28.2
2294,29.86,44.4
3092,30.21,0
2228,32.99,37.92
2264,35.95,34.82
3428,39.89,27.11
3438,31.37,42
1954,34.28,33.92
3558,31.52,39.29
1850,31.9,42.57
3474,34.2,33.67
2266,37.65,30.16
2262,33,37.79
2216,35.22,35.14
2040,35.8,32.29
1846,30.2,47.29
3432,34.66,36.08
2038,31.54,40.77
2234,31.12,40.18
1962,32.94,38.3
3738,31.88,40.19
3436,31.9,40.44
1764,38.89,27.32
2224,35.18,34.25
2036,31.46,43.21
3500,31.39,42.09
3472,31.11,40.84
3096,32.54,36.43
2232,36,33.77
3620,39.83,31.42
2292,31.02,40.31
3512,46.99,17.21
3102,39.37,24.29
2323,33.51,36.94
1952,32.77,38.04
2230,32.36,43.09
3836,37.76,26.85
3092,30.41,0
2294,30.01,44.41
2228,33.09,37.99
2264,36.24,34.47
3428,39.33,26.18
3438,31.44,42.18
1954,34.1,33.84
3558,31.55,38.41
3474,34.18,33.96
1850,32.15,41.78
2607,31.98,36.58
2266,38.38,28.96
2216,36.35,34.02
2262,32.99,37.46
2040,35.67,32.96
1846,30.4,48.1
3432,35.08,36.36
2038,31.6,40.51
1962,33.08,38.73
3738,32,39.76
3436,31.9,40.19
1764,39.11,27.8
2224,35.53,34.58
3500,31.48,41
3472,31.17,43.77
2036,31.53,41.8
2232,36.28,33.44
3096,32.93,34.4
2292,31.11,39.79
3512,46.49,18.31
3620,40.84,30.14
3102,40.2,22.87
2323,33.66,37.37
1952,32.76,39.23
2230,32.37,43.95
3836,38.4,27.52
3092,30.59,0
2294,30.26,45.16
2228,32.95,38.38
2264,36.46,33.82
3428,39.31,26.62
3438,31.53,41.03
1954,34.09,33.94
1850,31.99,42.18
3558,31.45,38.88
3474,34.14,34.21
2607,32.12,38.97
2266,38.58,28.59
2216,37.4,31.84
2262,32.94,37.69
2040,35.77,32.4
1846,30.52,45.08
3432,35.2,34.89
2038,31.62,40.5
2234,31.48,40.43
3738,32.13,38.92
3436,32.15,39.43
1764,40.31,27.73
2224,35.46,34.41
3500,31.56,40.16
2232,36.03,33.29
3472,31.16,40.72
2036,31.47,41.51
3096,33.59,34.81
2292,30.99,39.84
3512,46.2,17.95
3102,40.57,22.24
2323,34.21,35.87
1952,32.81,39.38
2230,32.44,42.77
3836,38.04,27.95
3092,30.77,0
2294,30.26,41.9
2228,32.93,39.64
3620,39.33,31.33
2264,36.77,33.82
3428,39.57,25.71
3438,31.57,39.81
1954,34.8,32.77
3558,31.54,38.84
3474,34.52,35
1850,32.18,41.52
2607,32.29,39.93
2266,37.81,29.92
2216,37.08,32.25
2262,33.16,37.38
2040,35.78,32.64
1846,30.5,47.1
3432,35.45,34.92
2038,31.72,40.6
2234,31.49,39.86
1962,33.39,37.8
3738,32.24,38.12
3436,32.44,38.95
1764,39.46,27.89
3500,31.67,39.65
2224,36.02,33.83
2232,34.49,35.75
3472,31.29,41.46
2036,31.48,42.05
2292,30.97,39.29
3096,33.36,34.7
3512,46.39,18.47
2323,34.38,35.35
3102,43.19,18.77
1952,33.01,39.69
2230,32.49,43.67
3836,38.55,25.59
3092,30.53,0
2228,32.99,38.66
2294,30.14,44.2
2264,36.78,33.2
3428,39.47,26.59
3438,31.81,40.87
1954,35.29,31.47
3620,38.06,33.07
1850,32.01,41.36
3558,31.69,38.6
3474,34.96,34.17
2607,31.99,39.31
2266,37.3,31.07
2216,38.05,31.04
2262,33.25,36.68
2040,36.07,32.32
1846,30.65,45.21
3432,34.95,34.81
2038,31.7,40.62
2234,31.54,38.17
1962,33.57,36.86
3738,32.27,37.98
1764,40.5,26.83
3436,32.39,39.01
3500,31.75,39.71
2224,35.71,33.68
2232,34.92,35.16
2036,31.82,41.57
3472,31.38,40.56
2292,31.26,39.45
3096,33.23,34.55
3512,47.13,17.71
3102,43.03,18.99
2323,34.34,35.39
1952,33.18,38.82
2230,32.55,43.47
3836,39.7,24.26
3092,30.76,0
2228,32.57,39.36
2264,36.89,32.91
2294,30.39,44.95
3428,39.46,25.68
3438,31.68,40.6
1954,35.88,31.29
1850,32.03,41.64
3558,31.85,38.02
3474,34.87,32.34
2607,31.96,40.54
2266,37.71,30.95
2216,43.42,25
2262,33.4,36.94
2040,36.26,31.67
3620,36.28,35.36
1846,30.71,44.62
3432,35.13,34.51
2038,31.81,40.12
2234,31.92,37.3
1962,33.6,37.31
3738,32.35,38.76
1764,41.41,25.57
3436,32.33,38.99
3500,31.84,39.2
2224,35.68,33.48
2232,35.83,34.05
2036,31.86,42.3
3472,31.58,41.66
2292,31.35,40
3512,46.99,17.47
2323,34.96,34.24
3102,42.67,19.32
3096,33.4,34.95
1952,33.08,37.75
2230,32.64,43.49
3836,39.52,24.59
3092,30.87,0
2228,32.68,39.07
2264,37,32.32
2294,30.65,43.57
3428,39.6,26.05
3438,31.87,40.11
1954,35.42,31.83
1850,32.15,41.5
3558,32.05,37.56
3474,34.91,32.24
2607,32.05,39.79
2266,37.5,30.66
2216,39.12,29.18
2262,33.58,36.55
2040,34.69,33.98
1846,30.92,45.02
3432,35,34.04
2038,31.98,40.16
2234,32.36,37.18
1962,33.59,37.32
3620,38.01,33.23
3738,32.47,38.11
1764,41.34,27.11
3500,31.95,39.07
3436,32.3,39.42
2224,35.36,34
2232,36.33,32.83
2036,32.02,40.77
3472,31.73,40.97
2292,31.33,39.76
3512,47.36,17.08
2323,35.17,34.3
3102,41.53,20.05
1952,33.04,37.83
2230,32.67,43.2
3836,39.17,25.46
3096,33.71,33.93
3092,30.91,0
2228,32.78,38.8
2264,37.29,32.45
3428,39.18,26.76
2294,30.65,42.45
3438,31.93,40.24
1954,35.1,32.55
1850,32.4,40.97
3558,32.1,37.69
3474,34.82,35.75
2607,32.03,39.31
2266,37.33,30.84
2216,39.52,29.37
2262,33.66,36.76
2040,36.07,31.92
1846,31,45.89
3432,35.26,34.54
2038,32.15,39.81
2234,32.63,37.23
1962,33.64,37.42
3738,32.51,37.27
1764,42.15,26.61
3620,37.57,34.72
3500,32.05,39.4
2232,36.6,32.45
3436,32.15,39.07
2224,35.86,33.74
2036,31.98,40.62
3472,31.95,41.19
2292,31.43,39.26
3512,47.46,17.02
2323,34.74,34.65
3102,40.85,20.87
1952,33,38.46
2230,32.71,43.21
3836,38.72,26.03
3096,34.07,33.4
3092,31.07,0
2228,32.93,38.3
2264,37.66,31.9
3428,39.39,27.21
2294,30.74,42.32
3438,31.97,39.67
1954,35.52,32.37
3474,34.88,31.31
1850,32.47,40.88
3558,32.27,38.01
2607,32.27,37.79
2266,38,29.92
2216,38.47,28.74
2262,33.78,36.55
2040,36.56,31.39
1846,31.03,48.64
3432,35.76,34.32
2038,32.2,39.76
2234,32.78,35.53
1962,33.72,37.52
3738,32.46,37.27
1764,42.68,24.86
3500,32.13,38.88
2232,36.21,32.41
3436,32.48,37.82
2224,36.16,32.85
2036,32.5,40.75
3472,32.08,39.21
3620,36.3,36.53
2292,31.71,39.81
3512,47.09,17.37
2323,34.72,35.02
1952,33.05,38.54
3102,40.49,22.61
2230,32.82,42.35
3836,40.02,24.16
3092,31.04,0
2228,33.05,38.24
2264,37.99,31.82
3428,39.36,27.22
3096,34.21,32.71
2294,30.88,42.04
3438,31.93,40.31
1954,36.16,31
1850,32.41,40.05
3558,32.38,36.9
3474,35.1,33.68
2607,32.48,39.16
2266,38.26,29.41
2216,37.06,30.4
2262,34.27,36.14
2040,36.42,31.39
1846,31.2,45.53
2038,32.11,39.39
3432,35.8,33.71
2234,33.01,36.39
1962,33.72,37.5
3738,32.59,37.83
1764,43.34,24.3
3500,32.22,39.08
2232,35.47,33.31
3436,32.68,38.01
2224,36.62,32.53
2036,32.44,39.25
3472,32.25,39.99
2292,31.86,39.4
3512,47.39,17.47
1952,33.18,38.82
3102,41.36,21.57
2323,34.93,34.07
2230,32.87,41.9
3836,40.67,23.54
3620,38.18,33.73
3092,31.16,0
2228,32.87,38.14
2264,38.15,31.21
3428,38.81,26.45
2294,30.67,42.59
3438,32.01,40.75
3096,34.55,32.31
1954,36.67,29.91
1850,32.55,40.31
3558,32.49,36.96
3474,35.05,32.48
2607,32.41,37.67
2266,37.14,32.38
2216,38.7,28.18
2262,33.88,36.41
2040,36.42,31.68
1846,31.45,45.41
3432,36.11,33.03
2038,32.23,39.25
2234,32.69,36.68
1962,33.78,37.06
3738,32.77,37.11
1764,43.2,25.02
2232,36.44,32.52
2224,36.54,32.67
3500,32.32,38.89
2036,32.72,38.26
2292,32.1,39.56
3472,32.33,38.36
3512,47.62,16.84
1952,33.25,38.9
2323,34.71,34.88
3102,41.01,21.88
2230,32.89,41.37
3836,38.96,26.78
3092,31.38,0
2228,33.07,38.13
2264,37.94,30.38
3428,38.82,27.56
3620,37.67,34.77
3438,32.3,39.48
3096,34.31,32.85
2294,30.9,42.2
1954,36.97,29.94
1850,32.29,40.69
3558,32.73,36.67
3474,35.09,31.63
2607,32.48,38.89
2266,38.14,30.14
2216,42.32,24.25
2262,33.6,36.03
2040,36.48,31.23
1846,31.57,43.26
2038,32.2,39.17
3432,36.49,32.68
2234,33.15,35.46
1962,33.91,37.63
3738,32.85,36.97
1764,43.66,22.5
2232,36.9,31.06
3436,32.93,37.91
2224,36.86,32.68
3500,32.42,38.26
2036,32.58,38.96
2292,32.02,39.93
3472,32.6,38.74
3512,47.19,17.25
1952,33.33,37.89
3102,42.19,20.47
2323,34.49,35.14
2230,33.03,42.16
3836,39.9,24.62
3092,31.57,0
2228,33.02,37.9
2264,37.92,29.33
3428,38.91,26.26
3438,32.51,39.46
1954,37.04,29.84
3096,34.31,33.53
2294,31.09,39.55
1850,32.4,40.89
3558,32.85,36.11
3474,35.15,31.5
2607,32.56,38.54
2266,37.82,29.71
3620,39.96,31.83
2216,42.32,24.65
2262,34.16,35.91
2040,36.77,30.79
1846,31.87,44.34
2038,32.17,39.52
3432,36.36,32.02
2234,33.11,36.16
1962,33.96,36.14
3738,32.8,36.7
1764,44.08,21.33
2232,37.21,31.03
2224,36.96,31.72
3436,33.15,36.01
3500,32.53,37.73
2292,32.11,39.88
2036,32.84,38.57
3472,32.77,38.96
3512,47.37,17.28
1952,33.37,38.47
2323,35.2,34.2
3102,42.2,20.11
2230,33.13,42.08
3836,40.24,23.74
3092,31.94,0
2228,33.19,37.79
2264,38.14,30.67
3428,39,26.52
3438,32.53,38.79
1954,37.22,29.51
3096,34.42,33.91
2294,31.19,41.37
3474,35.25,31.38
3558,32.97,35.77
1850,32.61,40.74
2607,32.57,38.92
2266,38.16,29.16
2216,41.11,25.65
2262,34.16,35.69
2040,36.89,30.57
1846,32.11,43.98
2038,32.17,39.2
3432,36.27,32.07
3620,39.65,31.84
2234,33.29,34.14
1962,34.06,36.33
3738,32.89,36.29
1764,44.08,22.95
2232,37.5,32.23
3500,32.61,38.57
3436,33.14,35.8
2224,37.03,30.42
2036,32.93,38.14
2292,32.3,39.07
3512,47.74,16.87
3472,32.96,37.48
1952,33.39,38.46
3102,41.38,20.08
2323,34.63,35.12
2230,33.24,41.64
3836,38.13,27.64
3092,32.24,0
2228,33.06,37.62
2264,38.42,30.14
3428,39.1,26.58
3438,32.88,38.74
1954,37.62,29.14
3096,34.74,32.39
2294,31.37,41.5
3558,33.12,35.7
3474,35.4,31.3
1850,32.74,40.14
2607,32.77,36.45
2266,38.59,28.92
2216,39.18,28.46
2262,34.37,35.39
2040,36.47,30.9
1846,32.2,42.24
2038,32.28,39.25
3432,36.76,31.77
2234,33.46,34.49
1962,34.08,36.42
3738,33.1,36.41
3620,38.6,33.73
1764,43.18,22.87
2232,37.42,31.02
3500,32.69,38.31
2224,36.87,31.35
2036,32.94,37.89
3436,33.29,36.04
2292,32.43,38.9
2230,33.31,41.21
3836,39.48,25.23
3092,32.36,0
2228,33.21,37.86
2264,38.45,30.73
3428,39.09,26.62
3438,32.84,39.26
1954,37.51,29.25
3096,34.3,33.11
2294,31.46,39.33
3474,35.62,33.22
3558,33.31,34.84
1850,32.75,39.3
2607,33.2,36.6
2266,38.96,27.68
2216,41.42,25.43
2262,34.21,34.95
2040,35.65,32.11
1846,32.39,43.73
2038,32.34,38.81
3432,37.07,30.83
2234,33.61,33.63
1962,34.16,35.77
3738,33.19,35.72
1764,43.91,18.31
2232,37.41,31.38
3620,39.41,32.18
3500,32.78,38.23
2224,36.74,31.21
3436,33.48,35.6
2036,33.11,37.05
2292,32.41,38.23
3512,48.83,15.6
1952,33.56,36.58
2323,35.33,33.54
3472,33.53,36.77
3102,41.76,20.21
2230,33.4,40.21
3836,38.97,26.05
3092,32.47,0
2228,33.29,37.41
2264,38.58,29.3
3428,39.06,25.95
3438,32.86,39.03
1954,37.38,29.68
2294,31.53,40.33
3558,33.52,34.95
3096,34.27,33.18
3474,35.52,31.93
1850,32.71,39.79
2607,33.31,36.55
2266,38.09,30.24
2216,39.61,28.18
2262,34.21,35.25
2040,36.95,30.39
1846,32.43,42.6
2038,32.38,39.18
3432,36.59,31.58
2234,33.95,33.8
1962,34.24,36.24
3738,33.29,35.29
1764,45.14,20.5
2232,37.44,30.93
3500,32.88,37.48
2292,32.55,38.67
2224,37.14,31.3
2036,32.87,37.45
3436,33.73,35.35
3512,49.04,15.3
1952,33.52,36.47
2323,35.78,31.67
3472,33.68,35.42
3620,39.24,32.61
3102,41.83,20.89
2230,33.43,40.27
3836,40.5,23.69
3092,32.37,0
2228,33.47,37.37
2264,38.66,29.27
3428,38.74,25.77
3438,33.11,37.92
1954,37.84,29.11
2294,31.68,37.5
3558,33.58,34.84
3474,35.48,31.7
1850,32.79,40.17
3096,34.57,32.87
2607,33.38,36.9
2266,37.65,30.6
2216,38.55,29.66
2262,34.88,34.52
2040,37.29,29.8
1846,32.56,42.39
2038,32.51,38.7
3432,36.39,31.83
2234,33.73,34.46
1962,34.28,35.84
3738,33.45,35.07
1764,44.17,21.79
2232,37.38,30.97
3500,32.99,37.13
2292,32.45,38.63
2036,33.27,37.16
2224,36.77,30.5
3436,33.95,35.12
1952,33.56,35.62
3512,48.96,15.44
2323,35.74,31.62
3102,42.04,20.28
3472,33.82,34.29
2230,33.53,41.04
3836,39.77,25.51
3092,32.34,0
2228,33.53,36.86
2264,38.45,30.15
3620,39.72,31.08
3428,38.48,26.77
3438,33.18,38.18
1954,38.29,28.53
3474,35.92,32.13
3558,33.79,34.34
1850,32.96,38.96
3096,34.54,32.36
2294,31.72,37.88
2607,33.56,37.03
2266,37.65,31.84
2216,39.58,28
2262,34.78,34.49
2040,37.04,30.21
1846,32.74,41.57
2038,32.6,38.47
3432,36.4,32.5
2234,34.24,32.46
1962,34.38,36
3738,33.53,35.22
1764,43.71,21.22
2232,37.92,30.87
3500,33.08,36.95
2292,32.56,37.26
2036,33.52,36.22
1952,33.75,35.64
2224,37.31,30.19
3512,48.55,15.66
3436,33.9,35.46
2323,35.79,32.53
3102,41.71,20.01
2230,33.7,39.76
3836,39.83,25.78
3472,34,34.47
3092,32.39,0
2228,33.37,36.61
2264,38.56,30.44
3428,38.59,26.31
3438,33.4,37.46
1954,38.5,28.21
3558,33.89,33.66
3474,36.11,30.9
1850,33,39.21
2294,31.91,40.38
3620,38.11,32.44
2607,33.87,34
3096,34.95,32.48
2266,37.57,30.94
2216,39.38,29.25
2262,35.22,33.68
2040,37.08,30.35
1846,32.97,30.78
2038,32.61,38.64
3432,36.42,32.52
2234,34.43,32.33
1962,34.59,35.88
3738,33.66,35.68
1764,44.94,19.31
2232,37.33,30.52
3500,33.22,36.94
2292,32.85,36.88
1952,33.89,35.54
3512,48.83,15.3
2224,36.91,30.24
2036,33.35,36.5
3436,34.01,35.06
2323,35.61,31.88
3102,41.64,20.1
2230,33.75,38.04
3836,39.11,26.29
3472,34.32,34.48
3092,32.52,0
2228,33.56,36.41
2264,38.67,29.84
3428,38.84,26.29
3438,33.37,38.21
1954,38.78,27.87
3474,36.02,30.78
3558,33.84,33.99
1850,33.22,38.79
2294,32.19,39.98
2607,34.26,33.53
3096,34.97,32.15
2266,37.51,30.92
2216,39.8,29.1
2262,35.15,33.8
2040,36.94,30.65
1846,33.26,36.21
2038,32.7,38.13
3432,36.72,31.46
3620,40.15,29.18
2234,34,33.41
1962,34.7,35.84
3738,33.76,35.54
1764,45.28,17.3
2232,37.66,29.81
3500,33.3,37.42
2292,33.15,36.08
1952,34.03,36.19
3512,49.18,15.23
2036,33.18,37.42
2224,37.41,29.14
3436,34.21,34.23
2323,35.29,31.46
3102,40.77,20.71
2230,33.77,37.68
3836,39.64,26.29
3472,34.64,34.37
3092,32.89,0
2228,33.64,36.27
2264,38.79,29.46
3428,38.17,26.15
3438,33.44,37.37
1954,38.98,28.01
3558,33.97,33.68
3474,36.33,28.95
1850,33.15,38.29
2294,32.39,39.78
2607,34.35,34.22
2266,37.39,30.69
2216,41.07,25.92
3096,35.08,32.71
2262,35.29,33.18
2040,36.57,31.15
1846,33.42,37.75
2038,32.8,37.75
3432,36.75,31.46
2234,34.72,31.48
1962,34.77,34.62
3738,33.8,34.58
3620,40.9,28.71
1764,44.84,16.18
2232,37.56,29.77
3500,33.45,36.16
1952,34.26,36.54
2292,33.18,34.44
3512,48.58,15.81
2036,33.24,37.48
2224,37.5,29.97
2323,35.91,31.97
3436,34.13,34.46
3102,41.53,20.49
2230,33.78,38.07
3836,42.12,21.07
3472,34.71,32.8
2228,33.34,36.65
3092,33.27,0
2264,39.33,28.94
3428,37.97,25.35
3438,33.19,36.44
3474,36.26,29.61
3558,34.14,33.17
1850,33.34,38.38
2607,34.55,34.24
2294,32.64,39.98
2266,37.44,30.62
2216,40.08,27.48
2262,35,33.68
3096,35.13,31.66
2040,37.6,29.14
1846,33.54,31.92
2038,32.85,36.99
3432,36.95,31.17
2234,34.76,32.35
1962,34.55,34.75
3738,33.89,33.49
1764,44.85,15.98
3620,39.54,29.87
2232,38.16,29.36
3500,33.59,35.79
1952,34.37,35.2
2292,33.09,34.54
3512,48.03,15.95
2036,33.62,36.73
2224,37.51,30.04
2323,36.21,30.21
3102,41.3,20.7
3436,34.38,34.06
2230,33.81,39.22
3836,43.02,20.57
3472,35,32.66
2228,33.17,36.93
3092,33.11,0
2264,39.88,27.7
3428,38.36,26.05
3438,33.29,36.55
3558,34.39,32.23
3474,36.36,28.34
1850,33.31,37.72
2607,34.57,32.13
1954,39.15,27.72
2266,37.38,30.2
2216,40.78,26.2
2262,35.09,33.72
2294,32.82,40.23
2040,37.88,28.18
3096,35.35,30.33
1846,34,24.6
2038,32.96,36.8
3432,37.24,31.43
2234,35.01,30.51
1962,34.49,34.97
3738,33.98,34.65
1764,44.11,16.01
2232,38.37,29.18
3500,33.75,35.3
1952,34.42,35.89
2292,33.26,34.67
3512,48.42,15.67
3620,40.4,29.16
2224,37.78,29.52
2036,33.57,36.12
2323,36,33.09
3102,41.81,19.23
2230,33.95,37.74
3836,40.37,23.77
3436,34.57,32.71
2228,33.43,37.43
3472,35.18,31.47
3092,33.03,0
2264,40.1,28.28
3428,38.39,26
3438,33.54,36.02
3474,36.3,28.82
